system,candidate_id,median_fisher,median_crlb_nm
double_helix,,36.51414517690265,0.1654891140760479
current_single_helix,,39.16276566984235,0.1597950503725812
current_dual_plus_minus,,34.856903493811885,0.16937745303039745
best_single_helix,z06_c2_s2_hp1,52.742541011010864,0.13769541375563152
