selection_group,rank,pair_id,wavelength_nm,fisher,crlb_nm
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,505.0,55.93896730229344,0.13370350050936458
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,510.0,55.76255756188097,0.1339148248794065
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,515.0,56.60077275469663,0.13291953697170794
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,520.0,55.75710754903232,0.13392136951303768
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,525.0,47.19442543612932,0.1455642236321694
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,530.0,54.21044670481311,0.1358183677989887
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,535.0,51.385883085986855,0.1395012463568488
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,540.0,56.375090738060265,0.13318532445860817
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,545.0,52.07997291964184,0.138568534894595
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,550.0,40.31403163692022,0.1574968542448965
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,555.0,51.271816512562225,0.13965633729969137
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,560.0,47.121534158613876,0.14567676519460265
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,565.0,46.10102711251132,0.14728031328421373
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,570.0,44.54166113185394,0.14983621548474502
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,575.0,34.46053866188769,0.17034875706800456
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,580.0,38.137168863451016,0.1619294255130892
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,585.0,36.145502529435795,0.1663308728066223
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,590.0,37.76847626322201,0.16271787651523853
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,595.0,36.378194485823045,0.1657980543492585
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,600.0,28.889691981241036,0.18604951587391977
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,605.0,32.48130261001159,0.17546208316880166
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,610.0,30.27358570959304,0.1817473420695989
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,615.0,30.09140346878027,0.18229668788293546
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,620.0,28.631675070991935,0.1868859366871258
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,625.0,22.706351882871367,0.20985838099202345
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,630.0,25.324466755128796,0.19871463131657824
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,635.0,23.682583358568472,0.2054875256544426
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,640.0,23.302537096815122,0.20715641947064697
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,645.0,21.92129904701155,0.2135830857257539
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,650.0,17.72346629496643,0.23753393762722558
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,655.0,19.423528830819635,0.22690075068539486
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,660.0,18.453766650757707,0.23278633761187617
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,665.0,17.833761652952546,0.23679826770500273
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,670.0,16.954018402120344,0.2428642970951022
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,675.0,13.928960225209183,0.2679419112366249
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,680.0,15.87148002842256,0.25101015190040316
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,685.0,14.977309102708821,0.2583944037441445
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,690.0,14.497998390277992,0.2626309934053969
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,695.0,13.620465017635977,0.2709592817595152
top,3,z06_c2_s2_hp1__z06_c2_s2_hp1,700.0,15.67214218478004,0.2526014379289199
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,400.0,65.36849901424202,0.12368463266403196
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,405.0,28.770531863168237,0.18643440230082559
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,410.0,31.71619272550699,0.17756586277632871
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,415.0,32.10549225667437,0.17648602981705888
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,420.0,33.05548057624378,0.1739315079586747
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,425.0,32.05865224195685,0.1766149121987495
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,430.0,35.862863225586146,0.16698502274146168
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,435.0,36.33791984023204,0.16588990892864655
