system,truth_nm,estimate_nm,error_nm,confidence,repeat
original_dual_plus_minus,542.0,541.7131232818853,-0.28687671811474047,0.0328540963809486,4
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.4282319530037,-0.5717680469963398,0.08548699815757285,4
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.746388485188,-0.25361151481195066,0.057746272110144874,4
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.6358711313825,-0.36412886861751304,0.06882102052684078,4
double_helix,542.0,541.6544148809397,-0.34558511906027434,0.08781300888540752,5
best_single_helix,542.0,541.6408465096888,-0.3591534903112006,0.12347586595921876,5
original_dual_plus_minus,542.0,541.8394302742753,-0.16056972572471295,0.029246859600572203,5
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,542.0548731701762,0.05487317017616533,0.03607820515969981,5
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.8706046013774,-0.12939539862259153,0.048536167085967745,5
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,542.1147954121528,0.11479541215283007,0.03180384423605547,5
double_helix,542.0,541.811419463311,-0.1885805366889599,0.07139941146917683,6
best_single_helix,542.0,541.9203172881084,-0.0796827118915644,0.08260634173570038,6
original_dual_plus_minus,542.0,541.6155738607375,-0.38442613926247304,0.037372371000739486,6
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,542.1439622258653,0.1439622258652662,0.02938640684186904,6
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.4431656094666,-0.5568343905333677,0.08908995908855832,6
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.5385525056748,-0.46144749432517074,0.08066086118410205,6
double_helix,542.0,541.8261509772052,-0.17384902279479775,0.06897248667728013,7
best_single_helix,542.0,541.8195395828978,-0.18046041710215377,0.10332862401510276,7
original_dual_plus_minus,542.0,541.7366740527589,-0.26332594724112823,0.03674354293269948,7
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.7771415714908,-0.22285842850919835,0.05859456429750603,7
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.5980067935304,-0.4019932064695695,0.07248185552770701,7
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.8531109673148,-0.1468890326851806,0.05634722160110409,7
double_helix,542.0,542.1718005537534,0.17180055375342818,0.034871437815143645,8
best_single_helix,542.0,542.0114823129898,0.011482312989755883,0.07194397499002937,8
original_dual_plus_minus,542.0,542.2062735582011,0.2062735582011328,0.011399192699891062,8
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.8638699353893,-0.1361300646107111,0.05107952419042984,8
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.7743313727956,-0.2256686272044135,0.05564118002847176,8
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.8868065132863,-0.11319348671372609,0.04998382766587967,8
double_helix,542.0,541.7637468537117,-0.2362531462882771,0.07643882290607601,9
best_single_helix,542.0,542.3593550218473,0.3593550218472501,0.020685169233657534,9
original_dual_plus_minus,542.0,541.5251820221938,-0.4748179778061967,0.04217322123915723,9
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.7217138122453,-0.27828618775470204,0.060191827280294964,9
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.8195906410482,-0.1804093589518061,0.056157673560548196,9
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.6239064892002,-0.37609351079981934,0.0650357563515956,9
double_helix,542.0,541.5177144861722,-0.4822855138278328,0.09937936773613727,10
best_single_helix,542.0,542.0174125829827,0.017412582982728964,0.06368874485198847,10
original_dual_plus_minus,542.0,541.6397883236241,-0.36021167637591134,0.04163271762838483,10
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,542.0839950863694,0.0839950863694412,0.036392584707385094,10
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.6051586825049,-0.3948413174950929,0.07371894919074794,10
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.9832778926897,-0.016722107310329193,0.03928602497216016,10
double_helix,542.0,541.7004716896872,-0.2995283103127804,0.08302104620933855,11
best_single_helix,542.0,541.7506813362475,-0.24931866375254685,0.1001871464283132,11
original_dual_plus_minus,542.0,542.1133973070826,0.11339730708255047,0.016668045280936194,11
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.9074327671838,-0.09256723281623636,0.046977390902438416,11
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.6689616540604,-0.3310383459396462,0.06316815386731287,11
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.8384249880627,-0.16157501193731605,0.05112959775686791,11
double_helix,542.0,541.6216589695003,-0.37834103049965506,0.0858548506599479,12
best_single_helix,542.0,541.7776657222701,-0.2223342777299422,0.10114128646388043,12
original_dual_plus_minus,542.0,541.8160425216948,-0.1839574783051603,0.028863502598077326,12
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.6450627131878,-0.3549372868121736,0.06743688404870267,12
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.6108303582957,-0.3891696417042567,0.06847068133139489,12
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.8369142625363,-0.16308573746368893,0.054147653749237176,12
double_helix,542.0,541.7570895977105,-0.2429104022894535,0.07908125462766288,13
best_single_helix,542.0,542.0557487044284,0.05574870442842439,0.0633702310893339,13
original_dual_plus_minus,542.0,542.1188919339679,0.11889193396791597,0.01647312441023752,13
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.8780238239289,-0.12197617607114353,0.048871657532404585,13
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.2322814781818,-0.7677185218182103,0.10182601982483444,13
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.8974940388787,-0.10250596112132371,0.04750406536725397,13
double_helix,542.0,541.7667901793911,-0.23320982060886308,0.07414166054232171,14
best_single_helix,542.0,541.813790380616,-0.18620961938404434,0.10318572828592952,14
original_dual_plus_minus,542.0,541.8683130589877,-0.1316869410122763,0.02536565312624063,14
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.6842070976569,-0.3157929023431052,0.065207524703399,14
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.4763158493693,-0.5236841506307428,0.07557145958135593,14
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.6794746118173,-0.3205253881826593,0.06819276928747454,14
double_helix,542.0,541.6318817058605,-0.3681182941395491,0.08899097433393402,15
best_single_helix,542.0,542.0042956980002,0.0042956980001918055,0.07524990357728197,15
original_dual_plus_minus,542.0,541.8183970930216,-0.18160290697835535,0.03123278602425733,15
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.6802853567442,-0.3197146432557929,0.06686095842943802,15
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.5521471944357,-0.4478528055642528,0.07612624563314932,15
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,542.2148231109546,0.21482311095462592,0.021710009588413716,15
double_helix,542.0,541.4560294070765,-0.5439705929235288,0.10511834424926815,16
best_single_helix,542.0,541.9059957142252,-0.0940042857747585,0.08545010425155984,16
original_dual_plus_minus,542.0,541.659118498403,-0.34088150159698216,0.03581176895332151,16
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.9107079574513,-0.08929204254866363,0.04850747936424343,16
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.3275853869231,-0.6724146130768531,0.09103990136050134,16
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,542.2903977894838,0.2903977894837908,0.015546820653985672,16
double_helix,542.0,541.9696460660646,-0.030353933935430177,0.05475559895505186,17
best_single_helix,542.0,541.6172931418649,-0.3827068581350659,0.13306489133090224,17
original_dual_plus_minus,542.0,541.6347682644706,-0.3652317355293917,0.037680815507018274,17
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.9151404590475,-0.08485954095249326,0.045711298559842524,17
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.7109133239509,-0.2890866760491235,0.06359120648542092,17
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.7623168598835,-0.23768314011647362,0.06362510671171161,17
double_helix,542.0,541.9302841448373,-0.06971585516271261,0.05768610418999492,18
best_single_helix,542.0,541.9647716728163,-0.03522832718374502,0.07712351261477315,18
original_dual_plus_minus,542.0,541.9643078848488,-0.035692115151164217,0.01987284132279966,18
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.879843706834,-0.12015629316601917,0.049801965977447314,18
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.7185237743336,-0.28147622566643804,0.06482438217781548,18
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.662640005155,-0.3373599948449737,0.07195552610433392,18
double_helix,542.0,541.5267166052711,-0.47328339472892367,0.10003378656016515,19
best_single_helix,542.0,541.7307814402802,-0.26921855971977493,0.11069077636079186,19
original_dual_plus_minus,542.0,541.947061597489,-0.05293840251101756,0.025759824958353113,19
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,542.0,541.881679445439,-0.11832055456102353,0.05204293424346375,19
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,542.0,541.5025382417258,-0.4974617582741985,0.07989959121119636,19
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,542.0,541.8569145948608,-0.14308540513923163,0.05107401646281633,19
double_helix,597.0,597.3099222841557,0.3099222841557321,0.02274557353045001,0
best_single_helix,597.0,597.1474802759287,0.1474802759287286,0.05523837303323099,0
original_dual_plus_minus,597.0,597.0924679516646,0.09246795166461652,0.01888131862069199,0
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.419982752343,0.4199827523430031,0.006183523164376709,0
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3796655164956,0.3796655164956064,0.00905964181151456,0
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.2387772885485,0.23877728854847646,0.018831947164686585,0
double_helix,597.0,597.4383701311066,0.43837013110658063,0.008106149190124399,1
best_single_helix,597.0,596.9902417854539,-0.009758214546081945,0.07192970145648432,1
original_dual_plus_minus,597.0,597.2921274818067,0.2921274818066877,0.00944067462351765,1
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.1192077206043,0.11920772060432228,0.028928679523713585,1
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.2974474406865,0.2974474406864829,0.014733413913714164,1
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.3395036135141,0.3395036135141254,0.01262157476700104,1
double_helix,597.0,597.3837753959697,0.38377539596967836,0.015783279495800287,2
best_single_helix,597.0,597.1255183531314,0.12551835313138326,0.05471977473547856,2
original_dual_plus_minus,597.0,596.9184592648672,-0.08154073513276217,0.026401012225179692,2
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.3909310404158,0.39093104041580773,0.007717490327302897,2
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.2567325787767,0.25673257877667766,0.01799605563972114,2
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.6445724457196,0.644572445719632,0.006716683905843846,2
double_helix,597.0,597.2173059396616,0.21730593966162814,0.03326161532252818,3
best_single_helix,597.0,597.068174176458,0.06817417645800106,0.06831466971318519,3
original_dual_plus_minus,597.0,597.0581856146973,0.05818561469732231,0.019846422481306514,3
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2302484019993,0.23024840199934715,0.020333231336170498,3
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.439105622248,0.4391056222480074,0.00451550777199352,3
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.2921318617739,0.29213186177389616,0.016238411689735235,3
double_helix,597.0,597.3388085311735,0.3388085311735267,0.021268196858313982,4
best_single_helix,597.0,597.1764159570582,0.1764159570582251,0.049533573590872744,4
original_dual_plus_minus,597.0,597.3278989190344,0.3278989190343964,0.00872787635909212,4
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,596.9711555383082,-0.028844461691846845,0.04159896930677778,4
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.1384068426522,0.13840684265221626,0.0270902839338409,4
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.12501949007,0.12501949007003077,0.02798608718646548,4
double_helix,597.0,597.2985450902491,0.2985450902491493,0.02526864297188208,5
best_single_helix,597.0,597.2300066433305,0.2300066433305119,0.04490509099026992,5
original_dual_plus_minus,597.0,596.9451205487131,-0.05487945128686533,0.026576181087038034,5
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.0324007269763,0.032400726976334226,0.034386304482508484,5
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.4059425685867,0.40594256858673816,0.006992594106392333,5
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.1625801303446,0.16258013034462238,0.025400194806849925,5
double_helix,597.0,597.646545414025,0.6465454140250131,0.011181279309378253,6
best_single_helix,597.0,597.4394236120512,0.4394236120512005,0.009278906010800508,6
original_dual_plus_minus,597.0,597.2826164109815,0.28261641098151813,0.010235147231917697,6
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2698035219313,0.2698035219312942,0.018560849928450494,6
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3380185532728,0.3380185532728319,0.011356704996086611,6
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.1816803949574,0.18168039495742505,0.024326076821566085,6
double_helix,597.0,597.0927666186532,0.09276661865317237,0.046944844458515114,7
best_single_helix,597.0,597.2913859440844,0.291385944084368,0.032782277546618374,7
original_dual_plus_minus,597.0,597.1167912844169,0.1167912844168768,0.01762272854386736,7
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.3526567463623,0.3526567463622996,0.01121817813894677,7
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3415781761556,0.3415781761556218,0.011674921078070043,7
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.2337012090784,0.2337012090783901,0.019414041714335542,7
double_helix,597.0,597.2671341769891,0.2671341769890887,0.028249803959722562,8
best_single_helix,597.0,597.2297859913558,0.22978599135581135,0.039811239212791005,8
original_dual_plus_minus,597.0,597.104265964161,0.1042659641609589,0.01800358058492826,8
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2024908508693,0.20249085086925334,0.023172294983464438,8
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.2681414080312,0.2681414080311697,0.01738233945605371,8
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.3605529432057,0.36055294320567555,0.010338195090005033,8
double_helix,597.0,597.2959599427105,0.2959599427105104,0.025573116481643104,9
best_single_helix,597.0,597.1595890002629,0.15958900026294032,0.05192595064661642,9
original_dual_plus_minus,597.0,597.2680590581563,0.2680590581562683,0.011896394301932426,9
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.4825486671557,0.48254866715569733,0.0012975370044641676,9
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.4637329313261,0.4637329313261489,0.0027126273443224755,9
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,596.9937522904302,-0.0062477095698341145,0.03766274406925717,9
double_helix,597.0,597.2928856893503,0.292885689350328,0.026078597399057074,10
best_single_helix,597.0,597.2836279326845,0.2836279326844533,0.0337305589873375,10
original_dual_plus_minus,597.0,596.9148687965337,-0.08513120346628966,0.02714369130020207,10
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.1083240574795,0.10832405747953544,0.031127383196014154,10
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.5586725808497,0.5586725808497022,0.0028441339727406966,10
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.3315044687824,0.3315044687824411,0.012431417717910795,10
double_helix,597.0,597.1844860121007,0.18448601210070592,0.04048947221460777,11
best_single_helix,597.0,597.2973287515953,0.2973287515952734,0.0320155661767852,11
original_dual_plus_minus,597.0,597.1055290593437,0.10552905934366663,0.020667729697942255,11
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2983045044438,0.2983045044437631,0.014637703082433654,11
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3689462905334,0.3689462905333585,0.008913089508606753,11
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.2676439571159,0.2676439571158653,0.016385771452410085,11
double_helix,597.0,597.1783563084072,0.1783563084071602,0.040438224572475395,12
best_single_helix,597.0,597.0316296987984,0.03162969879838329,0.07139240249804456,12
original_dual_plus_minus,597.0,597.4576135531089,0.4576135531088994,0.0020903269720717182,12
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2322634574098,0.23226345740977195,0.019438361070203827,12
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.5063788280285,0.5063788280284598,0.0003087184005035651,12
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.4158253533426,0.41582535334259774,0.006704454726627617,12
double_helix,597.0,597.314276758115,0.3142767581150565,0.02187958540829986,13
best_single_helix,597.0,596.963541482539,-0.03645851746102835,0.079806542453408,13
original_dual_plus_minus,597.0,596.591714752606,-0.4082852473940193,0.04166421702213813,13
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2247892593213,0.22478925932125549,0.020754754350814444,13
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3101289162503,0.31012891625027805,0.013244121756868553,13
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.3239799995455,0.32397999954548595,0.01261753252839127,13
double_helix,597.0,597.3554090701555,0.3554090701554742,0.019237802091765933,14
best_single_helix,597.0,597.1043949385312,0.1043949385311862,0.05869487242216445,14
original_dual_plus_minus,597.0,597.0704046244514,0.07040462445138473,0.019732890562555387,14
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.1229353844485,0.12293538444851038,0.02796873706734086,14
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3113019018476,0.31130190184762796,0.013992462997350037,14
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.3911026772926,0.3911026772925652,0.008577335865300805,14
double_helix,597.0,597.042259416475,0.04225941647496256,0.06057139534489676,15
best_single_helix,597.0,597.2407075665872,0.24070756658716164,0.04075569260451662,15
original_dual_plus_minus,597.0,597.0854065816441,0.08540658164406523,0.01785951718635194,15
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.0726142649328,0.07261426493278123,0.031549600512831795,15
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.2876291635264,0.2876291635263897,0.015187900968359062,15
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.0552552201774,0.05525522017740059,0.03362651238445285,15
double_helix,597.0,597.6057061706765,0.6057061706765126,0.007700554677070907,16
best_single_helix,597.0,597.2357927198009,0.2357927198008838,0.0381109288166091,16
original_dual_plus_minus,597.0,596.9292990464784,-0.07070095352162298,0.026686183433857025,16
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2779969793322,0.27799697933221523,0.016858199840260477,16
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3216761825544,0.3216761825543699,0.012665436138266813,16
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.2661454263183,0.2661454263183032,0.01855785579760453,16
double_helix,597.0,597.0508031798194,0.05080317981935423,0.05651555450827988,17
best_single_helix,597.0,597.3048197782009,0.30481977820090833,0.02855835286398641,17
original_dual_plus_minus,597.0,596.920707580184,-0.07929241981605628,0.029885368083174754,17
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2175226822543,0.21752268225429816,0.022194309634263113,17
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3345608784637,0.33456087846366245,0.01209949147313555,17
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.1015355338919,0.10153553389193348,0.030621910539729444,17
double_helix,597.0,597.3483771536605,0.3483771536605218,0.018695809477404724,18
best_single_helix,597.0,597.3077999117048,0.30779991170481935,0.028494139589528553,18
original_dual_plus_minus,597.0,597.0682192793458,0.06821927934583982,0.020159620299575576,18
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.0501438013124,0.05014380131240159,0.03128172819684554,18
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.33962696209,0.33962696209005117,0.01219966430011576,18
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.180268740369,0.18026874036900153,0.02571964056603888,18
double_helix,597.0,597.142394006075,0.14239400607505104,0.045486291131424675,19
best_single_helix,597.0,597.1086963371775,0.10869633717754823,0.058119739297720435,19
original_dual_plus_minus,597.0,597.4639007106063,0.4639007106062536,0.0017872806373025781,19
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,597.0,597.2190669371967,0.21906693719665782,0.021729283458687142,19
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,597.0,597.3279676910677,0.3279676910676699,0.013390102988845225,19
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,597.0,597.3333100158758,0.3333100158757816,0.012529683742495395,19
double_helix,652.0,651.642763821926,-0.3572361780740039,0.04236187880167875,0
best_single_helix,652.0,652.4056045619066,0.40560456190655714,0.006304340590006641,0
original_dual_plus_minus,652.0,651.809064481649,-0.19093551835101152,0.019227192717231886,0
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.6721216755576,0.6721216755576052,0.006575087118894221,0
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.4640216947652,0.4640216947651652,0.0010006774953813249,0
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.4087117761145,0.40871177611450094,0.002783058690918541,0
double_helix,652.0,652.520513845448,0.520513845448022,0.001482167304443096,1
best_single_helix,652.0,652.228424611436,0.22842461143602577,0.016394822804572204,1
original_dual_plus_minus,652.0,652.5708842578352,0.570884257835246,0.0024361746489350794,1
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.2442685482232,0.24426854822320365,0.007867609762707438,1
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.496090847358,0.4960908473580048,0.00011290190963274992,1
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.1550738612427,0.1550738612427267,0.010136036518041722,1
double_helix,652.0,652.3370226161976,0.33702261619760066,0.00848719994413622,2
best_single_helix,652.0,652.1424361554205,0.14243615542045518,0.02229692512592004,2
original_dual_plus_minus,652.0,651.8749856736252,-0.12501432637475318,0.016124509014155443,2
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,651.8514784835378,-0.14852151646221046,0.01937306147238325,2
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.1381783414516,0.13817834145163488,0.009822479207840155,2
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.264472615215,0.26447261521502696,0.007030693000622929,2
double_helix,652.0,652.0488884136206,0.04888841362060248,0.02317998155754731,3
best_single_helix,652.0,652.0892544278079,0.08925442780787307,0.02748179742876426,3
original_dual_plus_minus,652.0,652.0354596072075,0.03545960720748553,0.012162774027354096,3
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.2946778706919,0.2946778706918849,0.005941063336332505,3
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.1932016333475,0.19320163334748486,0.008720858892577088,3
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.4449957599519,0.4449957599518939,0.0017495102807969269,3
double_helix,652.0,652.3964368604302,0.39643686043018533,0.005629964992254809,4
best_single_helix,652.0,652.3094089861888,0.30940898618882784,0.012044328078370099,4
original_dual_plus_minus,652.0,652.4255765864729,0.42557658647285734,0.001959138654262431,4
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.4019435611216,0.401943561121584,0.0028094225929504346,4
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.2525255644633,0.2525255644633262,0.006894414176144382,4
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.4919517255615,0.49195172556153466,0.0002442310578043095,4
double_helix,652.0,651.9653541611505,-0.03464583884954209,0.027254277952420657,5
best_single_helix,652.0,652.19996964472,0.19996964471999945,0.01928525360867466,5
original_dual_plus_minus,652.0,652.1803028884008,0.18030288840077446,0.008561288340336582,5
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.1740712424491,0.17407124244914485,0.009598637859221791,5
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.1555153238107,0.1555153238107323,0.00968838879849621,5
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.194704967923,0.19470496792303038,0.009175014002736959,5
double_helix,652.0,652.1639879557493,0.16398795574934866,0.016890070434348245,6
best_single_helix,652.0,652.2570428916025,0.25704289160250937,0.014629617358308148,6
original_dual_plus_minus,652.0,652.8760707807766,0.8760707807765584,0.01183457959007952,6
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.5074374131136,0.507437413113621,0.0002900880497981203,6
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.4341880635616,0.434188063561578,0.0018366477187187345,6
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.3827543888599,0.3827543888598939,0.003567880873952221,6
double_helix,652.0,651.7203229287891,-0.27967707121092644,0.03883322549346908,7
best_single_helix,652.0,652.1398767597183,0.13987675971827684,0.023034163540330107,7
original_dual_plus_minus,652.0,652.7051540421602,0.7051540421601885,0.006255654837112726,7
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.0411248458449,0.04112484584493359,0.013015274459999091,7
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.3474507576848,0.34745075768478273,0.00434165239272977,7
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.3473166918935,0.3473166918935249,0.0047596687470263885,7
double_helix,652.0,651.9247507604886,-0.07524923951143592,0.02967163189400156,8
best_single_helix,652.0,652.0813593011939,0.08135930119385648,0.026706615116824164,8
original_dual_plus_minus,652.0,652.4251274703764,0.42512747037642384,0.001908302927159111,8
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.079943097811,0.07994309781099673,0.012866041355740702,8
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.1833311301058,0.18333113010578472,0.009279254625552952,8
top_3_z06_c2_s2_hp1__z06_c2_s2_hp1,652.0,652.3528429914876,0.35284299148759146,0.004375542886708389,8
double_helix,652.0,652.6536191476496,0.6536191476495787,0.01066547849731137,9
best_single_helix,652.0,652.1190905477214,0.11909054772138461,0.02320253028122303,9
original_dual_plus_minus,652.0,652.3018351434316,0.3018351434316173,0.005245756242826874,9
top_1_z06_c2_s2_hm1__z06_c2_s2_hm1,652.0,652.354676867902,0.35467686790195785,0.004338460039701274,9
top_2_z04_c2_s2_hm1__z08_c2_s2_hp1,652.0,652.4671917411872,0.4671917411872073,0.0009331948456458549,9
