pair_id,channel_A_id,channel_A_zone_count,channel_A_charge_start,channel_A_charge_step,channel_A_handedness,channel_B_id,channel_B_zone_count,channel_B_charge_start,channel_B_charge_step,channel_B_handedness,channel_redundancy,channel_pearson_redundancy,mirror_aligned_redundancy,spectral_derivative_similarity,median_fisher,median_crlb_nm,gain_DH,gain_SH,delta_F_DH,delta_F_SH
z04_c0_s1_hm1__z04_c2_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z04_c2_s1_hp1,4,2,1,1,0.46161755589676684,0.22271306178395134,0.5908715886170747,0.007730933409265326,38.82790837095354,0.16048261853823273,1.0633662155540335,0.7361781898761302,2.3137631940508854,-13.914632640057327
z04_c0_s1_hm1__z04_c2_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z04_c2_s2_hm1,4,2,2,-1,0.42294178096974483,0.15247599058402855,0.2734463171972359,-0.02211160460090051,42.10207176400185,0.15411619084986228,1.1530345722192585,0.798256416110334,5.587926587099197,-10.640469247009015
z04_c0_s1_hm1__z04_c2_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z04_c2_s2_hp1,4,2,2,1,0.4353845212303224,0.18357166551725299,0.26025768590816223,0.00904078457168624,42.529221159250554,0.15334029175592306,1.1647327618709473,0.8063551801641845,6.015075982347902,-10.21331985176031
z04_c0_s1_hm1__z04_c2_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z04_c2_s3_hm1,4,2,3,-1,0.4249751636239349,0.1617873664792688,0.2512985384855114,0.01339411757768086,40.79916198189345,0.15655768060026728,1.117352242103187,0.773553211502949,4.285016804990796,-11.943379029117416
z04_c0_s1_hm1__z04_c2_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z04_c2_s3_hp1,4,2,3,1,0.4205230970363148,0.1503786326950935,0.27149542740195015,0.0005020863337434645,40.97872680185181,0.15621429370324175,1.12226992041904,0.7769577653321033,4.464581624949162,-11.763814209159051
z04_c0_s1_hm1__z06_c0_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z06_c0_s1_hm1,6,0,1,-1,0.7415944445328634,0.6313097193592885,0.6418707302359284,0.1905442454592615,35.59542349715501,0.1676111546309145,0.9748392937778868,0.674890189490944,-0.918721679747641,-17.147117513855854
z04_c0_s1_hm1__z06_c0_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z06_c0_s1_hp1,6,0,1,1,0.5377357836629524,0.3798997927396024,0.5046292093933605,0.01759361980299725,34.39495765601757,0.17051108206292814,0.9419625596979443,0.6521293247672132,-2.1191875208850846,-18.347583354993297
z04_c0_s1_hm1__z06_c0_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z06_c0_s2_hm1,6,0,2,-1,0.5598225388370577,0.38592680336021984,0.4423592794136923,0.021454071660419224,34.360985225965216,0.1705953527071603,0.9410321687525239,0.6514852065772069,-2.153159950937436,-18.38155578504565
z04_c0_s1_hm1__z06_c0_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z06_c0_s2_hp1,6,0,2,1,0.5703114442160873,0.40075801068642103,0.43850647694751865,0.04365816503905378,35.09502187067182,0.168801865273392,0.9611349711363774,0.6654025611573239,-1.41912330623083,-17.647519140339043
z04_c0_s1_hm1__z06_c0_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z06_c0_s3_hm1,6,0,3,-1,0.5932905439470635,0.41401169778870756,0.43613517088968246,0.04052988189409991,32.00013117994696,0.17677633296091474,0.8763762926644914,0.6067233501940381,-4.51401399695569,-20.742409831063902
z04_c0_s1_hm1__z06_c0_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z06_c0_s3_hp1,6,0,3,1,0.5932370219074312,0.40991154337515595,0.437512140782153,0.04829722465412905,32.064177346235056,0.17659969493874106,0.8781303024044922,0.6079376672341429,-4.449967830667596,-20.67836366477581
