zone_count,single_charge_step,score,median_dual_crlb_nm,p90_dual_crlb_nm,median_double_crlb_nm,p95_adjacent_correlation
8,1,0.16598835897810338,0.17015306858508383,0.24830701451844564,0.1654891140760479,0.9886715406896722
4,1,0.11815094718712982,0.17618698287554066,0.266964987011297,0.16006724967864558,0.9817235546244043
6,1,0.07442155929207694,0.1870953155951456,0.2562671368486389,0.16287263346069897,0.9863798480014357
4,2,0.05768405988821701,0.1861615268766394,0.26898618557126086,0.16006724967864558,0.9864030495546223
6,2,0.02082409286628939,0.1953290539228686,0.2649146805385099,0.16287263346069897,0.9872680940670969
8,2,-0.006149506353924861,0.19762052737084412,0.2719419080020646,0.1654891140760479,0.9900046290940765
